Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist IN,Griffith Avenue (Clare Rd Side) Cyclist OUT,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist IN,Griffith Avenue (Lane Side) Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
08/01/2022 10:00,3,0,3,64,23,41,54,16,38,0,0,0,5,5,0,5,5,0,0,0,0,57,17,40,21,20,18,0,18,54,0,54
08/01/2022 11:00,8,7,1,75,33,42,91,40,51,0,0,0,2,2,0,6,6,0,0,0,0,64,26,38,20,23,35,1,34,57,0,57
08/01/2022 12:00,16,12,4,105,49,56,107,49,58,0,0,0,7,7,0,10,10,0,0,0,0,82,32,50,41,48,58,1,57,71,0,71
08/01/2022 13:00,12,10,2,125,60,65,117,49,68,0,0,0,4,4,0,9,9,0,0,0,0,109,44,65,52,37,64,0,64,75,0,75
08/01/2022 14:00,10,3,7,102,48,54,141,69,72,0,0,0,5,5,0,9,9,0,0,0,0,88,27,61,41,47,62,1,61,80,0,80
08/01/2022 15:00,12,6,6,76,33,43,91,46,45,0,0,0,6,6,0,8,8,0,1,1,0,105,51,54,60,32,80,0,80,86,1,85
08/01/2022 16:00,13,8,5,57,36,21,75,41,34,0,0,0,3,3,0,15,15,0,0,0,0,97,43,54,51,35,80,0,80,64,1,63
08/01/2022 17:00,4,1,3,31,20,11,38,22,16,0,0,0,1,1,0,3,3,0,0,0,0,90,28,62,44,17,99,1,98,88,0,88
08/01/2022 18:00,8,6,2,14,7,7,21,9,12,0,0,0,1,1,0,5,5,0,0,0,0,75,36,39,48,22,83,0,83,83,1,82
08/01/2022 19:00,4,2,2,9,3,6,13,4,9,0,0,0,2,2,0,9,9,0,0,0,0,78,40,38,52,15,79,0,79,77,0,77
08/01/2022 20:00,7,4,3,7,4,3,12,7,5,0,0,0,3,3,0,3,3,0,0,0,0,93,44,49,35,14,83,0,83,74,4,70
08/01/2022 21:00,7,4,3,8,2,6,6,3,3,0,0,0,2,2,0,1,1,0,0,0,0,53,36,17,24,11,48,0,48,52,0,52
08/01/2022 22:00,2,1,1,3,2,1,5,1,4,0,0,0,2,2,0,1,1,0,1,1,0,36,21,15,18,6,31,0,31,27,0,27
08/01/2022 23:00,5,1,4,2,1,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,17,14,3,9,6,17,0,17,8,0,8
09/01/2022 00:00,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,4,3,11,3,4,0,4,2,0,2
09/01/2022 01:00,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,4,2,5,0,5,0,0,0
09/01/2022 02:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,0,3,1,0,1
09/01/2022 03:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3,2,1,1,0,1,0,0,0
09/01/2022 04:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,1,0,0,2,0,2,0,0,0
09/01/2022 05:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,1,0,0,0,0,2,0,2
09/01/2022 06:00,1,1,0,5,2,3,7,1,6,0,0,0,1,1,0,1,1,0,0,0,0,18,1,17,10,5,2,0,2,4,0,4
09/01/2022 07:00,2,2,0,16,7,9,13,3,10,0,0,0,6,6,0,2,2,0,0,0,0,19,8,11,9,12,6,0,6,12,0,12
09/01/2022 08:00,4,2,2,86,32,54,88,27,61,0,0,0,2,2,0,3,3,0,0,0,0,21,4,17,11,13,11,0,11,16,0,16
09/01/2022 09:00,5,5,0,102,40,62,113,45,68,0,0,0,1,1,0,1,1,0,0,0,0,44,9,35,18,27,12,0,12,26,0,26
09/01/2022 10:00,12,5,7,177,71,106,175,76,99,0,0,0,2,2,0,10,10,0,0,0,0,56,19,37,29,29,22,0,22,39,0,39
09/01/2022 11:00,4,3,1,164,75,89,160,85,75,0,0,0,3,3,0,8,8,0,0,0,0,84,28,56,27,19,32,0,32,61,0,61
09/01/2022 12:00,16,11,5,178,80,98,198,83,115,0,0,0,3,3,0,13,13,0,0,0,0,106,38,68,33,25,60,0,60,57,2,55
09/01/2022 13:00,15,11,4,145,69,76,166,85,81,0,0,0,1,1,0,12,12,0,0,0,0,85,44,41,39,60,0,0,0,61,0,61
09/01/2022 14:00,13,8,5,117,60,57,126,55,71,0,0,0,7,7,0,18,18,0,4,4,0,97,42,55,47,46,0,0,0,73,0,73
09/01/2022 15:00,15,10,5,95,49,46,105,55,50,0,0,0,4,4,0,12,12,0,6,6,0,75,32,43,29,48,44,0,44,69,0,69
09/01/2022 16:00,16,9,7,53,35,18,76,46,30,0,0,0,1,1,0,10,10,0,16,16,0,86,35,51,41,43,71,0,71,59,0,59
09/01/2022 17:00,6,1,5,18,9,9,33,16,17,0,0,0,1,1,0,6,6,0,2,2,0,109,45,64,32,31,72,0,72,74,0,74
09/01/2022 18:00,5,4,1,16,6,10,17,8,9,0,0,0,1,1,0,2,2,0,2,2,0,79,35,44,57,27,96,0,96,76,0,76
09/01/2022 19:00,2,1,1,14,6,8,24,9,15,0,0,0,1,1,0,6,6,0,0,0,0,65,43,22,37,17,84,0,84,74,1,73
09/01/2022 20:00,4,4,0,10,4,6,16,7,9,0,0,0,2,2,0,2,2,0,0,0,0,79,45,34,35,12,62,1,61,68,0,68
09/01/2022 21:00,5,1,4,9,2,7,9,4,5,0,0,0,1,1,0,5,5,0,0,0,0,39,21,18,35,17,32,0,32,40,0,40
09/01/2022 22:00,2,1,1,4,4,0,8,4,4,0,0,0,3,3,0,0,0,0,0,0,0,20,13,7,17,12,20,1,19,20,0,20
09/01/2022 23:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,12,1,8,4,14,0,14,8,0,8
10/01/2022 00:00,0,0,0,2,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,4,0,6,0,6,5,0,5
10/01/2022 01:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0
10/01/2022 02:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
10/01/2022 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
10/01/2022 04:00,0,0,0,3,2,1,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0,3,0,3,2,9,1,0,1,0,0,0
10/01/2022 05:00,0,0,0,2,1,1,4,2,2,0,0,0,6,6,0,2,2,0,0,0,0,20,2,18,1,15,2,0,2,5,0,5
10/01/2022 06:00,7,6,1,16,12,4,16,9,7,0,0,0,10,10,0,7,7,0,0,0,0,102,18,84,8,49,10,0,10,25,0,25
10/01/2022 07:00,15,14,1,25,17,8,36,24,12,0,0,0,31,31,0,9,9,0,0,0,0,168,46,122,31,102,29,0,29,53,0,53
10/01/2022 08:00,38,31,7,49,32,17,62,48,14,0,0,0,19,19,0,20,20,0,0,0,0,294,79,215,23,144,39,0,39,54,0,54
10/01/2022 09:00,13,9,4,37,19,18,46,25,21,0,0,0,8,8,0,7,7,0,0,0,0,113,25,88,17,76,26,0,26,62,0,62
10/01/2022 10:00,8,2,6,50,27,23,43,22,21,0,0,0,2,2,0,7,7,0,1,1,0,54,26,28,12,27,13,0,13,39,0,39
10/01/2022 11:00,10,6,4,48,19,29,53,21,32,0,0,0,7,7,0,8,8,0,0,0,0,70,19,51,27,34,38,0,38,52,0,52
10/01/2022 12:00,13,9,4,44,19,25,50,19,31,0,0,0,2,2,0,9,9,0,1,1,0,99,44,55,27,34,67,0,67,62,0,62
10/01/2022 13:00,20,12,8,74,32,42,72,36,36,0,0,0,2,2,0,8,8,0,0,0,0,93,43,50,55,37,75,0,75,84,0,84
10/01/2022 14:00,9,4,5,60,31,29,52,24,28,0,0,0,2,2,0,20,20,0,0,0,0,92,44,48,55,23,70,2,68,66,0,66
10/01/2022 15:00,19,8,11,64,29,35,65,27,38,0,0,0,4,4,0,24,24,0,7,7,0,150,79,71,68,29,63,1,62,81,0,81
10/01/2022 16:00,28,15,13,55,25,30,85,38,47,0,0,0,5,5,0,23,23,0,4,4,0,200,114,86,104,35,109,0,109,74,0,74
10/01/2022 17:00,22,7,15,75,26,49,84,23,61,0,0,0,2,2,0,27,27,0,17,17,0,247,142,105,171,45,159,3,156,93,3,90
10/01/2022 18:00,12,7,5,48,15,33,58,15,43,0,0,0,0,0,0,9,9,0,17,17,0,224,113,111,106,32,125,0,125,91,0,91
10/01/2022 19:00,9,4,5,37,16,21,44,21,23,0,0,0,2,2,0,5,5,0,3,3,0,117,64,53,66,14,113,2,111,72,0,72
10/01/2022 20:00,8,3,5,29,11,18,31,15,16,0,0,0,0,0,0,12,12,0,4,4,0,93,56,37,45,21,98,0,98,80,0,80
10/01/2022 21:00,4,1,3,16,7,9,22,7,15,0,0,0,1,1,0,12,12,0,1,1,0,66,44,22,37,15,33,1,32,40,0,40
10/01/2022 22:00,2,0,2,6,3,3,7,2,5,0,0,0,1,1,0,1,1,0,6,6,0,26,15,11,25,11,17,0,17,23,0,23
10/01/2022 23:00,3,2,1,3,1,2,6,3,3,0,0,0,0,0,0,1,1,0,0,0,0,15,6,9,7,4,13,0,13,5,0,5
11/01/2022 00:00,1,1,0,3,2,1,2,0,2,0,0,0,1,1,0,2,2,0,0,0,0,8,3,5,2,8,5,0,5,3,0,3
11/01/2022 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0
11/01/2022 02:00,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
11/01/2022 03:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0
11/01/2022 04:00,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,4,0,2,1,0,1,0,0,0
11/01/2022 05:00,0,0,0,1,0,1,4,1,3,0,0,0,2,2,0,1,1,0,0,0,0,26,2,24,2,16,2,0,2,5,0,5
11/01/2022 06:00,12,10,2,10,7,3,15,9,6,0,0,0,7,7,0,7,7,0,0,0,0,97,14,83,13,64,6,0,6,29,0,29
11/01/2022 07:00,17,14,3,52,32,20,60,33,27,0,0,0,21,21,0,15,15,0,3,3,0,179,48,131,27,96,24,0,24,51,0,51
11/01/2022 08:00,60,51,9,62,42,20,82,60,22,0,0,0,27,27,0,32,32,0,77,77,0,328,76,252,39,162,32,0,32,80,0,80
11/01/2022 09:00,13,9,4,64,31,33,58,31,27,0,0,0,13,13,0,11,11,0,7,7,0,142,38,104,16,102,26,0,26,75,0,75
11/01/2022 10:00,9,7,2,69,27,42,92,37,55,0,0,0,8,8,0,9,9,0,6,6,0,57,16,41,20,44,30,0,30,41,0,41
11/01/2022 11:00,5,5,0,98,48,50,115,56,59,0,0,0,5,5,0,11,11,0,2,2,0,56,26,30,18,29,30,2,28,53,0,53
11/01/2022 12:00,13,6,7,91,38,53,97,40,57,0,0,0,5,5,0,12,12,0,5,5,0,93,37,56,43,37,56,1,55,71,0,71
11/01/2022 13:00,20,7,13,91,46,45,95,42,53,0,0,0,3,3,0,13,13,0,11,11,0,102,36,66,49,29,69,1,68,94,0,94
11/01/2022 14:00,10,6,4,77,45,32,89,48,41,0,0,0,2,2,0,20,20,0,9,9,0,108,50,58,50,37,72,0,72,62,0,62
11/01/2022 15:00,13,6,7,74,36,38,85,33,52,0,0,0,5,5,0,38,38,0,19,19,0,140,73,67,63,29,60,0,60,80,0,80
11/01/2022 16:00,34,17,17,78,37,41,90,40,50,0,0,0,2,2,0,21,21,0,17,17,0,200,106,94,113,33,114,2,112,68,0,68
11/01/2022 17:00,21,7,14,59,14,45,81,20,61,0,0,0,2,2,0,20,20,0,9,9,0,283,155,128,180,36,139,3,136,89,1,88
11/01/2022 18:00,25,9,16,61,21,40,84,26,58,0,0,0,1,1,0,12,12,0,6,6,0,244,119,125,141,51,158,0,158,112,0,112
11/01/2022 19:00,13,5,8,30,12,18,53,17,36,0,0,0,3,3,0,14,14,0,4,4,0,131,76,55,60,20,107,1,106,77,0,77
11/01/2022 20:00,12,5,7,19,7,12,28,10,18,0,0,0,1,1,0,8,8,0,1,1,0,116,76,40,50,15,70,2,68,59,0,59
11/01/2022 21:00,9,3,6,13,10,3,15,5,10,0,0,0,2,2,0,4,4,0,3,3,0,56,32,24,44,20,55,1,54,48,0,48
11/01/2022 22:00,2,2,0,4,2,2,9,4,5,0,0,0,3,3,0,2,2,0,4,4,0,44,25,19,19,5,19,1,18,16,0,16
11/01/2022 23:00,1,1,0,3,1,2,5,4,1,0,0,0,0,0,0,1,1,0,1,1,0,18,12,6,10,4,14,0,14,11,0,11
12/01/2022 00:00,0,0,0,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,7,4,8,0,8,5,0,5
12/01/2022 01:00,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,1,1,0,1,0,0,0
12/01/2022 02:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,2,0,2
12/01/2022 03:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0
12/01/2022 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,5,0,0,0,0,0,0
12/01/2022 05:00,1,1,0,3,2,1,3,2,1,0,0,0,2,2,0,1,1,0,0,0,0,25,3,22,2,15,2,0,2,6,0,6
12/01/2022 06:00,8,5,3,17,12,5,26,11,15,0,0,0,6,6,0,7,7,0,0,0,0,103,16,87,16,58,9,0,9,24,0,24
12/01/2022 07:00,23,19,4,38,20,18,40,21,19,0,0,0,46,46,0,14,14,0,0,0,0,207,54,153,28,116,17,0,17,61,1,60
12/01/2022 08:00,46,41,5,71,47,24,89,69,20,0,0,0,38,38,0,20,20,0,0,0,0,306,78,228,32,120,51,2,49,76,0,76
12/01/2022 09:00,23,14,9,51,29,22,68,32,36,0,0,0,15,15,0,7,7,0,0,0,0,156,46,110,29,97,24,0,24,70,0,70
12/01/2022 10:00,11,6,5,62,26,36,80,35,45,0,0,0,10,10,0,4,4,0,0,0,0,60,24,36,21,37,17,0,17,55,0,55
12/01/2022 11:00,12,9,3,68,29,39,88,37,51,0,0,0,11,11,0,8,8,0,0,0,0,61,19,42,25,36,40,1,39,62,0,62
12/01/2022 12:00,18,8,10,92,41,51,104,45,59,0,0,0,12,12,0,10,10,0,0,0,0,107,46,61,56,29,65,0,65,93,0,93
12/01/2022 13:00,23,13,10,89,43,46,106,50,56,0,0,0,11,11,0,25,25,0,0,0,0,118,46,72,60,50,73,1,72,106,0,106
12/01/2022 14:00,10,6,4,74,31,43,109,48,61,0,0,0,8,8,0,19,19,0,0,0,0,99,49,50,56,36,67,0,67,75,1,74
12/01/2022 15:00,17,10,7,90,46,44,86,41,45,0,0,0,9,9,0,22,22,0,0,0,0,174,89,85,61,47,71,1,70,83,0,83
12/01/2022 16:00,25,14,11,78,33,45,98,42,56,0,0,0,1,1,0,19,19,0,2,2,0,170,100,70,138,64,107,0,107,57,0,57
12/01/2022 17:00,26,11,15,67,19,48,111,40,71,0,0,0,5,5,0,10,10,0,0,0,0,246,140,106,178,45,166,2,164,107,0,107
12/01/2022 18:00,17,8,9,72,26,46,75,23,52,0,0,0,2,2,0,15,15,0,0,0,0,240,125,115,141,40,137,1,136,103,0,103
12/01/2022 19:00,16,6,10,44,19,25,54,25,29,0,0,0,0,0,0,7,7,0,0,0,0,161,92,69,70,29,103,0,103,86,0,86
12/01/2022 20:00,10,8,2,25,12,13,32,12,20,0,0,0,2,2,0,11,11,0,0,0,0,124,76,48,61,11,116,0,116,77,0,77
12/01/2022 21:00,7,4,3,17,5,12,16,5,11,0,0,0,0,0,0,4,4,0,0,0,0,62,45,17,35,19,70,1,69,45,0,45
12/01/2022 22:00,4,4,0,8,4,4,6,2,4,0,0,0,1,1,0,3,3,0,0,0,0,47,26,21,24,15,18,0,18,16,0,16
12/01/2022 23:00,1,0,1,3,2,1,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,16,8,8,12,4,18,0,18,8,0,8
13/01/2022 00:00,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,6,1,8,1,7,4,0,4
13/01/2022 01:00,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,1,3,1,0,1,0,0,0
13/01/2022 02:00,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
13/01/2022 03:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,2,1,0,1
13/01/2022 04:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,2,5,2,4,0,0,0,0,0,0
13/01/2022 05:00,1,1,0,4,2,2,5,2,3,0,0,0,2,2,0,2,2,0,0,0,0,24,1,23,1,13,0,0,0,4,0,4
13/01/2022 06:00,16,14,2,12,9,3,13,8,5,0,0,0,11,11,0,6,6,0,2,2,0,102,20,82,12,48,10,0,10,28,0,28
13/01/2022 07:00,18,16,2,50,29,21,51,32,19,0,0,0,26,25,1,12,12,0,4,4,0,200,53,147,32,108,19,0,19,54,0,54
13/01/2022 08:00,38,34,4,71,45,26,90,65,25,0,0,0,28,28,0,33,33,0,71,71,0,307,72,235,38,154,41,1,40,73,0,73
13/01/2022 09:00,20,14,6,47,26,21,62,32,30,0,0,0,19,19,0,8,8,0,13,13,0,144,39,105,19,78,39,1,38,52,0,52
13/01/2022 10:00,9,3,6,61,33,28,79,41,38,0,0,0,8,8,0,12,12,0,8,8,0,68,21,47,26,38,21,0,21,51,0,51
13/01/2022 11:00,5,2,3,58,25,33,88,47,41,0,0,0,7,7,0,16,16,0,6,6,0,82,36,46,30,28,43,0,43,63,0,63
13/01/2022 12:00,10,6,4,71,34,37,78,36,42,0,0,0,7,7,0,17,17,0,11,11,0,122,38,84,43,44,57,0,57,90,0,90
13/01/2022 13:00,19,13,6,84,35,49,88,37,51,0,0,0,4,4,0,9,9,0,8,8,0,104,45,59,54,40,94,0,94,113,2,111
13/01/2022 14:00,11,4,7,47,21,26,52,15,37,0,0,0,5,5,0,17,17,0,16,16,0,111,56,55,60,33,78,0,78,64,0,64
13/01/2022 15:00,22,12,10,55,29,26,74,35,39,0,0,0,4,4,0,32,32,0,21,21,0,161,69,92,67,35,67,0,67,74,0,74
13/01/2022 16:00,24,13,11,44,21,23,51,23,28,0,0,0,1,1,0,26,26,0,10,10,0,187,105,82,105,40,105,0,105,66,0,66
13/01/2022 17:00,31,12,19,49,10,39,75,13,62,0,0,0,5,5,0,17,17,0,7,7,0,218,115,103,174,33,157,1,156,119,1,118
13/01/2022 18:00,12,8,4,91,35,56,99,30,69,0,0,0,1,1,0,10,10,0,4,4,0,237,131,106,126,29,142,0,142,105,0,105
13/01/2022 19:00,14,6,8,34,16,18,44,21,23,0,0,0,2,2,0,14,14,0,1,1,0,154,86,68,89,24,96,0,96,117,1,116
13/01/2022 20:00,9,3,6,38,20,18,46,21,25,0,0,0,6,6,0,8,8,0,1,1,0,116,80,36,54,7,94,0,94,81,0,81
13/01/2022 21:00,5,1,4,13,6,7,19,5,14,0,0,0,1,0,1,9,9,0,0,0,0,75,52,23,34,5,60,0,60,55,0,55
13/01/2022 22:00,1,1,0,6,2,4,10,4,6,0,0,0,3,3,0,3,3,0,3,3,0,46,25,21,29,11,31,0,31,26,0,26
13/01/2022 23:00,3,1,2,1,0,1,4,1,3,0,0,0,0,0,0,2,2,0,0,0,0,24,12,12,12,4,10,0,10,11,0,11
14/01/2022 00:00,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,6,2,7,4,3,0,3,5,0,5
14/01/2022 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,4,1,2,0,2,0,0,0
14/01/2022 02:00,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
14/01/2022 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
14/01/2022 04:00,0,0,0,2,1,1,3,0,3,0,0,0,1,1,0,1,1,0,0,0,0,4,2,2,3,5,0,0,0,0,0,0
14/01/2022 05:00,0,0,0,5,3,2,6,3,3,0,0,0,4,4,0,0,0,0,0,0,0,20,1,19,1,16,1,0,1,2,0,2
14/01/2022 06:00,10,9,1,11,6,5,11,7,4,0,0,0,10,10,0,7,7,0,0,0,0,84,13,71,10,41,12,0,12,22,0,22
14/01/2022 07:00,12,11,1,37,19,18,39,17,22,0,0,0,18,18,0,10,10,0,0,0,0,195,63,132,27,68,20,0,20,67,0,67
14/01/2022 08:00,30,28,2,58,37,21,85,56,29,0,0,0,26,25,1,28,28,0,1,1,0,286,81,205,36,108,43,1,42,81,0,81
14/01/2022 09:00,22,14,8,38,22,16,53,27,26,0,0,0,20,19,1,4,4,0,0,0,0,134,33,101,30,89,26,0,26,64,0,64
14/01/2022 10:00,11,9,2,58,24,34,86,40,46,0,0,0,7,7,0,9,9,0,1,1,0,80,24,56,22,23,21,0,21,55,0,55
14/01/2022 11:00,15,8,7,57,29,28,66,35,31,0,0,0,12,11,1,8,8,0,0,0,0,88,32,56,18,17,12,0,12,75,0,75
14/01/2022 12:00,13,6,7,71,32,39,78,36,42,0,0,0,7,7,0,17,17,0,0,0,0,121,55,66,49,39,56,0,56,89,0,89
14/01/2022 13:00,13,7,6,73,38,35,89,45,44,0,0,0,4,4,0,15,15,0,1,1,0,137,60,77,73,58,77,0,77,96,1,95
14/01/2022 14:00,19,14,5,50,14,36,61,25,36,0,0,0,6,6,0,13,13,0,0,0,0,147,72,75,69,35,99,0,99,104,1,103
14/01/2022 15:00,21,15,6,84,46,38,98,47,51,0,0,0,4,4,0,21,21,0,0,0,0,145,75,70,81,38,85,0,85,108,0,108
14/01/2022 16:00,25,17,8,63,32,31,93,36,57,0,0,0,2,2,0,20,20,0,0,0,0,196,88,108,102,48,123,0,123,109,0,109
14/01/2022 17:00,18,11,7,35,10,25,53,16,37,0,0,0,7,7,0,23,23,0,0,0,0,237,129,108,150,36,189,0,189,111,1,110
14/01/2022 18:00,15,7,8,30,10,20,49,15,34,0,0,0,2,2,0,12,12,0,0,0,0,192,88,104,119,30,153,0,153,129,0,129
14/01/2022 19:00,6,1,5,16,6,10,29,12,17,0,0,0,4,4,0,8,8,0,0,0,0,148,87,61,82,27,112,1,111,113,0,113
14/01/2022 20:00,17,9,8,21,12,9,26,13,13,0,0,0,3,3,0,11,11,0,0,0,0,117,80,37,76,13,122,0,122,104,0,104
14/01/2022 21:00,7,5,2,8,1,7,12,0,12,0,0,0,1,1,0,4,4,0,2,2,0,89,60,29,70,23,68,0,68,72,0,72
14/01/2022 22:00,4,1,3,6,1,5,11,7,4,0,0,0,0,0,0,1,1,0,0,0,0,54,37,17,19,15,34,1,33,46,0,46
14/01/2022 23:00,0,0,0,6,3,3,4,0,4,0,0,0,0,0,0,0,0,0,2,2,0,38,29,9,34,6,16,0,16,21,0,21
15/01/2022 00:00,0,0,0,6,3,3,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,21,13,8,5,12,15,0,15,3,0,3
15/01/2022 01:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11,6,5,3,2,2,0,2,1,0,1
15/01/2022 02:00,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1,1,0,0,0,0,8,4,4,3,0,3,0,3,4,0,4
15/01/2022 03:00,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,7,3,4,3,4,4,1,3,1,0,1
15/01/2022 04:00,0,0,0,2,0,2,1,0,1,0,0,0,2,2,0,0,0,0,1,1,0,4,1,3,2,3,0,0,0,3,1,2
15/01/2022 05:00,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,16,1,15,3,5,1,0,1,1,0,1
15/01/2022 06:00,2,1,1,9,4,5,11,3,8,0,0,0,1,1,0,0,0,0,0,0,0,20,3,17,7,9,6,0,6,7,0,7
15/01/2022 07:00,3,1,2,22,10,12,27,11,16,0,0,0,7,7,0,6,6,0,4,4,0,43,8,35,10,24,18,0,18,9,0,9
15/01/2022 08:00,3,3,0,58,22,36,81,26,55,0,0,0,10,10,0,5,5,0,4,4,0,57,21,36,25,28,19,1,18,25,0,25
15/01/2022 09:00,18,11,7,123,47,76,145,56,89,0,0,0,9,9,0,9,9,0,5,5,0,73,26,47,13,41,25,0,25,55,0,55
15/01/2022 10:00,10,3,7,139,63,76,158,65,93,0,0,0,3,3,0,6,6,0,12,12,0,82,23,59,34,34,30,0,30,86,0,86
15/01/2022 11:00,11,7,4,168,89,79,171,75,96,0,0,0,3,3,0,15,15,0,13,13,0,79,29,50,30,52,62,0,62,71,1,70
15/01/2022 12:00,11,5,6,123,65,58,160,75,85,0,0,0,0,0,0,12,12,0,14,14,0,107,46,61,73,38,69,0,69,82,0,82
15/01/2022 13:00,7,3,4,111,58,53,148,61,87,0,0,0,3,3,0,12,12,0,13,13,0,149,63,86,72,56,72,0,72,114,0,114
15/01/2022 14:00,14,12,2,120,57,63,128,64,64,0,0,0,3,3,0,8,8,0,8,8,0,105,43,62,54,56,76,0,76,106,0,106
15/01/2022 15:00,9,4,5,109,49,60,122,56,66,0,0,0,4,4,0,6,6,0,8,8,0,114,45,69,45,48,67,0,67,103,2,101
15/01/2022 16:00,9,6,3,70,47,23,92,53,39,0,0,0,3,3,0,11,11,0,10,10,0,110,52,58,44,48,99,0,99,93,0,93
15/01/2022 17:00,10,5,5,55,20,35,54,22,32,0,0,0,3,3,0,9,9,0,3,3,0,95,50,45,52,22,108,0,108,73,0,73
15/01/2022 18:00,8,3,5,27,14,13,33,17,16,0,0,0,8,7,1,5,5,0,0,0,0,111,52,59,54,17,79,0,79,73,0,73
15/01/2022 19:00,4,2,2,26,13,13,33,14,19,0,0,0,6,6,0,5,5,0,4,4,0,79,44,35,55,24,72,1,71,64,0,64
